,p_val,avg_logFC,pct.1,pct.2,p_val_adj,gene,cluster,cell type
931,6.98E-28,0.59304586,0.543,0.24,1.78E-23,PDE4D,19,TRBV7-9_IEL
932,5.36E-45,0.580100283,0.216,0.037,1.37E-40,CCR6,19,TRBV7-9_IEL
933,1.32E-25,0.576861528,0.665,0.35,3.37E-21,OSTF1,19,TRBV7-9_IEL
934,4.81E-25,0.566546454,0.571,0.275,1.23E-20,AC092580.4,19,TRBV7-9_IEL
935,2.17E-24,0.557338741,0.535,0.241,5.55E-20,GPR171,19,TRBV7-9_IEL
936,7.58E-93,0.550854705,0.159,0.01,1.94E-88,TNS3,19,TRBV7-9_IEL
937,4.40E-25,0.550723078,0.441,0.177,1.12E-20,TRAT1,19,TRBV7-9_IEL
938,2.62E-32,0.54790114,0.824,0.43,6.69E-28,RGS1,19,TRBV7-9_IEL
939,2.81E-28,0.546810155,0.282,0.082,7.18E-24,NDFIP2,19,TRBV7-9_IEL
940,8.63E-31,0.54369877,0.865,0.586,2.21E-26,LSP1,19,TRBV7-9_IEL
941,5.98E-23,0.527647213,0.837,0.557,1.53E-18,ARPC1B,19,TRBV7-9_IEL
942,1.28E-26,0.525539182,0.437,0.166,3.28E-22,PFKFB3,19,TRBV7-9_IEL
943,4.24E-23,0.520688197,0.331,0.119,1.08E-18,LIMS1,19,TRBV7-9_IEL
944,8.82E-29,0.519363763,0.2,0.045,2.25E-24,TNFRSF9,19,TRBV7-9_IEL
945,6.42E-18,0.517931243,0.547,0.291,1.64E-13,ITK,19,TRBV7-9_IEL
946,6.29E-36,0.515750138,0.273,0.065,1.61E-31,ENTPD1,19,TRBV7-9_IEL
947,1.04E-20,0.509666031,0.629,0.347,2.66E-16,WDR1,19,TRBV7-9_IEL
948,3.78E-48,0.507588516,0.2,0.03,9.66E-44,TOX2,19,TRBV7-9_IEL
949,1.31E-29,0.505081457,0.939,0.717,3.36E-25,CD7,19,TRBV7-9_IEL
950,9.43E-21,0.50247038,0.592,0.309,2.41E-16,RORA,19,TRBV7-9_IEL
951,0.00E+00,2.785666898,0.687,0.043,0.00E+00,GNLY,20,GNLY_TEFF
952,0.00E+00,1.779720777,0.683,0.025,0.00E+00,FGFBP2,20,GNLY_TEFF
953,2.11E-138,1.405511009,0.893,0.249,5.39E-134,GZMH,20,GNLY_TEFF
954,4.32E-119,1.356013197,0.996,0.636,1.10E-114,NKG7,20,GNLY_TEFF
955,0.00E+00,1.339270425,0.535,0.011,0.00E+00,CX3CR1,20,GNLY_TEFF
956,7.24E-109,1.317832172,0.877,0.32,1.85E-104,PRF1,20,GNLY_TEFF
957,2.91E-127,1.29702263,0.918,0.279,7.43E-123,GZMB,20,GNLY_TEFF
958,1.91E-118,1.236637701,0.646,0.138,4.88E-114,ITGB1,20,GNLY_TEFF
959,1.66E-200,1.225842784,0.481,0.045,4.25E-196,FCGR3A,20,GNLY_TEFF
960,2.40E-137,1.053231278,0.564,0.087,6.14E-133,PLEK,20,GNLY_TEFF
961,2.87E-70,1.022442039,0.243,0.032,7.33E-66,TYROBP,20,GNLY_TEFF
962,7.29E-114,0.986871813,0.296,0.029,1.86E-109,KLRF1,20,GNLY_TEFF
963,3.95E-105,0.974379803,0.568,0.109,1.01E-100,PLAC8,20,GNLY_TEFF
964,1.66E-81,0.910169789,0.523,0.113,4.23E-77,SAMD3,20,GNLY_TEFF
965,1.91E-53,0.886793027,0.819,0.396,4.88E-49,KLRD1,20,GNLY_TEFF
966,2.81E-146,0.876987433,0.403,0.042,7.18E-142,S1PR5,20,GNLY_TEFF
967,2.99E-68,0.871601829,0.543,0.143,7.65E-64,EFHD2,20,GNLY_TEFF
968,1.39E-70,0.853933468,0.523,0.129,3.56E-66,SYNE1,20,GNLY_TEFF
969,5.91E-53,0.846553267,0.395,0.097,1.51E-48,SPON2,20,GNLY_TEFF
970,4.05E-298,0.837742954,0.276,0.008,1.03E-293,PRSS23,20,GNLY_TEFF
971,1.66E-57,0.832525314,0.745,0.295,4.25E-53,ITGB2,20,GNLY_TEFF
972,3.91E-61,0.824427139,0.955,0.565,9.98E-57,CST7,20,GNLY_TEFF
973,3.38E-56,0.816102689,0.708,0.262,8.65E-52,GIMAP7,20,GNLY_TEFF
974,3.41E-52,0.802617506,0.658,0.244,8.72E-48,GIMAP4,20,GNLY_TEFF
975,4.41E-69,0.793906461,0.831,0.291,1.13E-64,KLF2,20,GNLY_TEFF
976,7.91E-98,0.758819306,0.358,0.048,2.02E-93,CD300A,20,GNLY_TEFF
977,3.24E-38,0.757211806,0.691,0.315,8.28E-34,AHNAK,20,GNLY_TEFF
978,7.77E-107,0.756970323,0.321,0.036,1.99E-102,ADGRG1,20,GNLY_TEFF
979,2.21E-79,0.756629462,0.362,0.06,5.65E-75,S1PR1,20,GNLY_TEFF
980,1.65E-113,0.746335507,0.309,0.032,4.21E-109,C1orf21,20,GNLY_TEFF
981,3.72E-40,0.745731064,0.683,0.317,9.50E-36,FLNA,20,GNLY_TEFF
982,4.06E-54,0.745702437,0.626,0.203,1.04E-49,KLRG1,20,GNLY_TEFF
983,5.25E-31,0.743738513,0.761,0.441,1.34E-26,LGALS1,20,GNLY_TEFF
984,4.70E-61,0.742267528,0.477,0.117,1.20E-56,TBX21,20,GNLY_TEFF
985,2.24E-50,0.738853191,0.49,0.142,5.72E-46,FAM65B,20,GNLY_TEFF
986,9.83E-48,0.716740573,0.909,0.572,2.51E-43,CTSW,20,GNLY_TEFF
987,2.52E-47,0.702709868,0.65,0.236,6.45E-43,C12orf75,20,GNLY_TEFF
988,4.25E-84,0.701423212,0.379,0.061,1.09E-79,PXN,20,GNLY_TEFF
989,4.54E-48,0.699612005,0.646,0.229,1.16E-43,LINC00861,20,GNLY_TEFF
990,1.97E-41,0.693146428,0.449,0.14,5.04E-37,TRG-AS1,20,GNLY_TEFF
991,1.43E-47,0.68826682,0.979,0.743,3.66E-43,IFITM2,20,GNLY_TEFF
992,8.32E-34,0.687628354,0.486,0.179,2.13E-29,APOBEC3G,20,GNLY_TEFF
993,2.14E-46,0.68393138,0.996,0.807,5.47E-42,S100A4,20,GNLY_TEFF
994,7.16E-40,0.674191048,0.77,0.373,1.83E-35,PSMB9,20,GNLY_TEFF
995,3.54E-33,0.669849805,0.831,0.491,9.04E-29,EMP3,20,GNLY_TEFF
996,2.97E-66,0.65951708,0.267,0.039,7.58E-62,TTC38,20,GNLY_TEFF
997,1.90E-43,0.656978858,0.971,0.72,4.85E-39,S100A6,20,GNLY_TEFF
998,2.40E-36,0.655171294,0.593,0.241,6.13E-32,SYNE2,20,GNLY_TEFF
999,1.18E-32,0.64978995,0.461,0.168,3.01E-28,PYHIN1,20,GNLY_TEFF
1000,2.13E-97,0.646984385,0.272,0.028,5.45E-93,GK5,20,GNLY_TEFF
1001,0.00E+00,2.324160094,0.783,0.055,0.00E+00,TRBV4-2,21,TRBV4-2_TEFF
1002,1.01E-225,1.518949759,0.606,0.055,2.58E-221,TRAV29DV5,21,TRBV4-2_TEFF
1003,5.82E-90,1.310659687,0.901,0.345,1.49E-85,TRBC1,21,TRBV4-2_TEFF
1004,3.17E-82,1.13177228,0.985,0.566,8.10E-78,CST7,21,TRBV4-2_TEFF
1005,4.52E-65,1.102860483,0.552,0.139,1.16E-60,CMC1,21,TRBV4-2_TEFF
1006,1.12E-58,1.096996683,0.709,0.254,2.86E-54,GZMH,21,TRBV4-2_TEFF
1007,4.76E-79,1.085769952,0.985,0.638,1.22E-74,NKG7,21,TRBV4-2_TEFF
1008,2.37E-18,1.055631549,0.502,0.241,6.06E-14,CCL4L2,21,TRBV4-2_TEFF
1009,5.57E-113,1.023506418,0.404,0.047,1.42E-108,FCGR3A,21,TRBV4-2_TEFF
1010,6.76E-70,0.948424738,0.187,0.016,1.73E-65,IL10,21,TRBV4-2_TEFF
1011,4.03E-40,0.936571629,0.68,0.29,1.03E-35,HLA-DRB1,21,TRBV4-2_TEFF
1012,5.23E-38,0.916090198,0.862,0.554,1.34E-33,NR4A2,21,TRBV4-2_TEFF
1013,5.77E-37,0.909588459,0.7,0.326,1.48E-32,ZNF331,21,TRBV4-2_TEFF
1014,9.98E-69,0.894505774,0.527,0.116,2.55E-64,TRGV8,21,TRBV4-2_TEFF
1015,2.20E-75,0.888696342,0.32,0.044,5.63E-71,S1PR5,21,TRBV4-2_TEFF
1016,2.04E-45,0.857689334,0.936,0.689,5.22E-41,DUSP2,21,TRBV4-2_TEFF
1017,1.11E-32,0.854081917,0.768,0.43,2.84E-28,IRF1,21,TRBV4-2_TEFF
1018,3.78E-37,0.838726128,0.635,0.273,9.65E-33,HLA-DPB1,21,TRBV4-2_TEFF
1019,7.27E-37,0.831684861,0.325,0.082,1.86E-32,MCOLN2,21,TRBV4-2_TEFF
1020,1.50E-37,0.831527604,0.404,0.114,3.84E-33,HLA-DQA1,21,TRBV4-2_TEFF
1021,1.57E-36,0.830488042,0.448,0.141,4.00E-32,HLA-DRA,21,TRBV4-2_TEFF
1022,4.41E-41,0.82271934,0.813,0.397,1.13E-36,KLRD1,21,TRBV4-2_TEFF
1023,3.74E-39,0.800576469,0.931,0.642,9.56E-35,CD74,21,TRBV4-2_TEFF
1024,4.32E-35,0.800498189,0.355,0.099,1.10E-30,SPON2,21,TRBV4-2_TEFF
1025,6.62E-30,0.799184409,0.517,0.215,1.69E-25,STAT1,21,TRBV4-2_TEFF
1026,2.40E-27,0.797364804,0.749,0.453,6.12E-23,CREM,21,TRBV4-2_TEFF
1027,1.96E-31,0.780367634,0.33,0.092,5.01E-27,PLEK,21,TRBV4-2_TEFF
1028,4.64E-40,0.746226803,0.35,0.084,1.19E-35,DTHD1,21,TRBV4-2_TEFF
1029,1.57E-30,0.74614214,0.305,0.081,4.01E-26,TNFSF9,21,TRBV4-2_TEFF
1030,5.92E-31,0.742334606,0.606,0.265,1.51E-26,ZEB2,21,TRBV4-2_TEFF
1031,5.68E-29,0.739946722,0.961,0.679,1.45E-24,CCL4,21,TRBV4-2_TEFF
1032,7.82E-45,0.724247415,0.222,0.034,2.00E-40,VCAM1,21,TRBV4-2_TEFF
1033,1.32E-28,0.712808109,0.759,0.449,3.38E-24,PIK3R1,21,TRBV4-2_TEFF
1034,1.25E-28,0.711305309,0.335,0.1,3.20E-24,F2R,21,TRBV4-2_TEFF
1035,8.70E-21,0.696917787,0.443,0.194,2.22E-16,SLA,21,TRBV4-2_TEFF
1036,4.59E-27,0.694103651,0.498,0.202,1.17E-22,AOAH,21,TRBV4-2_TEFF
1037,3.71E-29,0.67760017,0.419,0.143,9.48E-25,HLA-DRB5,21,TRBV4-2_TEFF
1038,4.17E-20,0.677135665,0.404,0.168,1.06E-15,NR4A3,21,TRBV4-2_TEFF
1039,3.28E-22,0.674874778,0.606,0.311,8.37E-18,SH2D2A,21,TRBV4-2_TEFF
1040,4.73E-24,0.670021824,0.562,0.266,1.21E-19,HLA-DPA1,21,TRBV4-2_TEFF
1041,1.12E-18,0.658881463,0.276,0.095,2.85E-14,YBX3,21,TRBV4-2_TEFF
1042,9.32E-21,0.654133945,0.542,0.28,2.38E-16,CTSC,21,TRBV4-2_TEFF
1043,2.34E-21,0.653055297,0.414,0.168,5.98E-17,ISG15,21,TRBV4-2_TEFF
1044,1.17E-18,0.642487325,0.424,0.194,2.99E-14,ZBTB38,21,TRBV4-2_TEFF
1045,4.64E-19,0.639167584,0.36,0.147,1.18E-14,C5orf56,21,TRBV4-2_TEFF
1046,1.14E-21,0.624724357,0.764,0.501,2.91E-17,GZMM,21,TRBV4-2_TEFF
1047,1.35E-27,0.617965867,0.892,0.649,3.45E-23,SUB1,21,TRBV4-2_TEFF
1048,2.84E-36,0.616535308,0.266,0.056,7.25E-32,FCRL6,21,TRBV4-2_TEFF
1049,1.69E-18,0.609684439,0.473,0.228,4.31E-14,MAP3K8,21,TRBV4-2_TEFF
1050,4.48E-28,0.600701917,0.906,0.623,1.14E-23,CD8A,21,TRBV4-2_TEFF
1051,2.79E-114,2.363085714,1,0.305,7.13E-110,STMN1,22,STMN1_High_pro_TRM
1052,3.94E-89,2.092633842,0.968,0.359,1.01E-84,TUBB,22,STMN1_High_pro_TRM
1053,0.00E+00,2.027672401,0.817,0.007,0.00E+00,TYMS,22,STMN1_High_pro_TRM
1054,1.93E-106,1.948133237,0.96,0.244,4.92E-102,HMGB2,22,STMN1_High_pro_TRM
1055,3.09E-49,1.900137071,0.746,0.245,7.90E-45,HIST1H4C,22,STMN1_High_pro_TRM
1056,0.00E+00,1.765868744,0.738,0.005,0.00E+00,MKI67,22,STMN1_High_pro_TRM
1057,0.00E+00,1.729929289,0.667,0.002,0.00E+00,RRM2,22,STMN1_High_pro_TRM
1058,2.54E-63,1.696266102,0.992,0.527,6.50E-59,TUBA1B,22,STMN1_High_pro_TRM
1059,1.42E-66,1.67638767,0.96,0.534,3.63E-62,HMGN2,22,STMN1_High_pro_TRM
1060,0.00E+00,1.644130641,0.786,0.007,0.00E+00,KIAA0101,22,STMN1_High_pro_TRM
1061,7.45E-102,1.643719787,0.921,0.225,1.90E-97,DUT,22,STMN1_High_pro_TRM
1062,0.00E+00,1.575638738,0.619,0.007,0.00E+00,TOP2A,22,STMN1_High_pro_TRM
1063,0.00E+00,1.500131954,0.683,0.016,0.00E+00,NUSAP1,22,STMN1_High_pro_TRM
1064,5.33E-162,1.447182834,0.786,0.086,1.36E-157,PCNA,22,STMN1_High_pro_TRM
1065,0.00E+00,1.440237486,0.524,0.003,0.00E+00,UBE2C,22,STMN1_High_pro_TRM
1066,1.95E-272,1.404756953,0.817,0.054,4.99E-268,MCM7,22,STMN1_High_pro_TRM
1067,5.62E-58,1.221058248,1,0.746,1.44E-53,HMGB1,22,STMN1_High_pro_TRM
1068,0.00E+00,1.213408696,0.492,0.009,0.00E+00,CENPF,22,STMN1_High_pro_TRM
1069,0.00E+00,1.212814871,0.651,0.02,0.00E+00,DHFR,22,STMN1_High_pro_TRM
1070,0.00E+00,1.203961309,0.603,0.005,0.00E+00,UHRF1,22,STMN1_High_pro_TRM
1071,2.14E-71,1.203782407,0.937,0.296,5.46E-67,DEK,22,STMN1_High_pro_TRM
1072,5.77E-170,1.195889747,0.69,0.061,1.48E-165,SMC4,22,STMN1_High_pro_TRM
1073,1.26E-214,1.174281577,0.627,0.04,3.21E-210,CKS1B,22,STMN1_High_pro_TRM
1074,0.00E+00,1.1626106,0.603,0.007,0.00E+00,CDK1,22,STMN1_High_pro_TRM
1075,5.09E-241,1.158161779,0.659,0.039,1.30E-236,ATAD2,22,STMN1_High_pro_TRM
1076,1.47E-59,1.157744773,0.881,0.29,3.77E-55,H2AFV,22,STMN1_High_pro_TRM
1077,0.00E+00,1.129087205,0.508,0.005,0.00E+00,TPX2,22,STMN1_High_pro_TRM
1078,0.00E+00,1.115661165,0.5,0.001,0.00E+00,BIRC5,22,STMN1_High_pro_TRM
1079,0.00E+00,1.110668847,0.595,0.007,0,CENPU,22,STMN1_High_pro_TRM
1080,0.00E+00,1.095228119,0.579,0.005,0.00E+00,TK1,22,STMN1_High_pro_TRM
1081,3.91E-99,1.090301546,0.754,0.118,9.98E-95,TMPO,22,STMN1_High_pro_TRM
1082,0.00E+00,1.065789515,0.476,0.003,0.00E+00,ASPM,22,STMN1_High_pro_TRM
1083,1.44E-260,1.057078167,0.587,0.028,3.67E-256,CENPM,22,STMN1_High_pro_TRM
1084,2.64E-291,1.054027637,0.667,0.032,6.74E-287,MAD2L1,22,STMN1_High_pro_TRM
1085,1.95E-16,1.024636192,0.135,0.023,4.99E-12,TRBV3-1,22,STMN1_High_pro_TRM
1086,0.00E+00,1.002788133,0.46,0.001,0,PKMYT1,22,STMN1_High_pro_TRM
1087,3.31E-153,1.001203203,0.587,0.048,8.46E-149,TMEM106C,22,STMN1_High_pro_TRM
1088,1.32E-95,0.991448265,0.738,0.116,3.37E-91,USP1,22,STMN1_High_pro_TRM
1089,0.00E+00,0.983512423,0.532,0.009,0.00E+00,CLSPN,22,STMN1_High_pro_TRM
1090,2.57E-51,0.98338526,0.889,0.309,6.57E-47,ANP32B,22,STMN1_High_pro_TRM
1091,1.95E-53,0.981669227,0.762,0.207,4.98E-49,RANBP1,22,STMN1_High_pro_TRM
1092,2.79E-181,0.968651346,0.587,0.041,7.13E-177,MCM5,22,STMN1_High_pro_TRM
1093,0.00E+00,0.967852705,0.508,0.004,0,ZWINT,22,STMN1_High_pro_TRM
1094,2.35E-153,0.963190555,0.651,0.058,6.00E-149,LMNB1,22,STMN1_High_pro_TRM
1095,0.00E+00,0.955654562,0.452,0.002,0.00E+00,CCNA2,22,STMN1_High_pro_TRM
1096,4.93E-70,0.955438888,0.786,0.167,1.26E-65,H2AFY,22,STMN1_High_pro_TRM
1097,0.00E+00,0.950417517,0.524,0.015,0.00E+00,HELLS,22,STMN1_High_pro_TRM
1098,0.00E+00,0.94192579,0.492,0.007,0,CDT1,22,STMN1_High_pro_TRM
1099,0.00E+00,0.936476481,0.571,0.012,0.00E+00,UBE2T,22,STMN1_High_pro_TRM
1100,2.99E-132,0.918191601,0.603,0.058,7.64E-128,MCM3,22,STMN1_High_pro_TRM
1101,6.31E-33,1.911216873,0.86,0.454,1.61E-28,NEAT1,23,NEAT1_TRM
1102,5.35E-32,1.503659958,0.605,0.179,1.37E-27,INTS6,23,NEAT1_TRM
1103,5.41E-35,1.501610997,0.535,0.13,1.38E-30,NABP1,23,NEAT1_TRM
1104,3.24E-31,1.461176563,0.5,0.122,8.28E-27,NEU1,23,NEAT1_TRM
1105,1.37E-20,1.460826499,0.558,0.221,3.50E-16,NR4A1,23,NEAT1_TRM
1106,2.29E-28,1.390047596,0.791,0.33,5.85E-24,HSPA1A,23,NEAT1_TRM
1107,5.37E-16,1.365639937,0.477,0.177,1.37E-11,TNF,23,NEAT1_TRM
1108,2.34E-31,1.359272021,0.36,0.064,5.97E-27,SLC5A3,23,NEAT1_TRM
1109,2.41E-34,1.330706377,0.337,0.052,6.17E-30,KCNQ1OT1,23,NEAT1_TRM
1110,1.33E-21,1.280206107,0.64,0.28,3.39E-17,PPP1R10,23,NEAT1_TRM
1111,1.03E-22,1.268027404,0.756,0.416,2.63E-18,SLC38A2,23,NEAT1_TRM
1112,3.03E-29,1.250516699,0.605,0.182,7.75E-25,EGR1,23,NEAT1_TRM
1113,4.47E-20,1.221435562,0.593,0.245,1.14E-15,HSPH1,23,NEAT1_TRM
1114,1.42E-18,1.220633855,0.512,0.196,3.62E-14,IFRD1,23,NEAT1_TRM
1115,1.09E-19,1.185973088,0.477,0.162,2.78E-15,SLC20A1,23,NEAT1_TRM
1116,2.03E-16,1.15400566,0.372,0.114,5.20E-12,CHORDC1,23,NEAT1_TRM
1117,2.11E-20,1.13121344,0.709,0.31,5.38E-16,HSPA1B,23,NEAT1_TRM
1118,3.46E-27,1.106535059,0.953,0.808,8.84E-23,MT-ND2,23,NEAT1_TRM
1119,1.54E-01,1.096009019,0.314,0.281,1,XCL1,23,NEAT1_TRM
1120,6.12E-13,1.066436333,0.628,0.384,1.56E-08,BTG2,23,NEAT1_TRM
1121,2.10E-18,1.056915856,0.814,0.628,5.36E-14,LCP1,23,NEAT1_TRM
1122,1.86E-15,1.052436119,0.419,0.15,4.74E-11,NUFIP2,23,NEAT1_TRM
1123,1.63E-01,1.05082509,0.326,0.291,1,XCL2,23,NEAT1_TRM
1124,2.25E-13,1.044544708,0.395,0.147,5.75E-09,CTD-3252C9.4,23,NEAT1_TRM
1125,4.82E-17,1.042542926,0.767,0.452,1.23E-12,FOSB,23,NEAT1_TRM
1126,4.90E-14,1.039339721,0.512,0.241,1.25E-09,MACF1,23,NEAT1_TRM
1127,1.78E-15,1.038824757,0.465,0.178,4.54E-11,HEXIM1,23,NEAT1_TRM
1128,3.31E-14,1.018321933,0.616,0.346,8.45E-10,RNF213,23,NEAT1_TRM
1129,8.10E-22,1.016227294,0.919,0.77,2.07E-17,HNRNPA2B1,23,NEAT1_TRM
1130,3.03E-13,1.012282629,0.628,0.388,7.74E-09,RUNX3,23,NEAT1_TRM
1131,2.38E-11,1.008043903,0.453,0.22,6.08E-07,GPRIN3,23,NEAT1_TRM
1132,3.85E-12,1.000798234,0.291,0.091,9.85E-08,LINC01089,23,NEAT1_TRM
1133,9.49E-12,0.981485452,0.314,0.105,2.42E-07,HECA,23,NEAT1_TRM
1134,5.30E-47,0.973850011,1,1,1.35E-42,MALAT1,23,NEAT1_TRM
1135,2.35E-08,0.968827873,0.337,0.149,0.000600463,BHLHE40,23,NEAT1_TRM
1136,1.63E-29,0.964189985,0.977,0.987,4.17E-25,MT-ATP6,23,NEAT1_TRM
1137,2.74E-08,0.964077045,0.581,0.408,0.000699833,SQSTM1,23,NEAT1_TRM
1138,2.54E-33,0.958245287,0.198,0.019,6.50E-29,HIST2H2BF,23,NEAT1_TRM
1139,1.40E-24,0.954595243,0.942,0.885,3.57E-20,PTPRC,23,NEAT1_TRM
1140,5.01E-20,0.942811319,0.942,0.899,1.28E-15,MT-ND4,23,NEAT1_TRM
1141,1.12E-14,0.936874431,0.547,0.262,2.86E-10,CCND2,23,NEAT1_TRM
1142,3.73E-34,0.93219427,0.977,0.985,9.54E-30,MT-ND3,23,NEAT1_TRM
1143,5.40E-09,0.930386867,0.488,0.287,0.00013797,ATF7IP,23,NEAT1_TRM
1144,2.74E-10,0.929658544,0.198,0.052,7.01E-06,RRBP1,23,NEAT1_TRM
1145,1.76E-13,0.921890071,0.523,0.265,4.51E-09,LNPEP,23,NEAT1_TRM
1146,1.35E-06,0.920020952,0.372,0.212,3.44E-02,VPS13C,23,NEAT1_TRM
1147,9.01E-17,0.919086615,0.198,0.035,2.30E-12,HNRNPU-AS1,23,NEAT1_TRM
1148,2.53E-11,0.917446738,0.686,0.44,6.46E-07,GADD45B,23,NEAT1_TRM
1149,6.89E-11,0.908800154,0.686,0.498,1.76E-06,RSRP1,23,NEAT1_TRM
1150,1.72E-13,0.907613107,0.302,0.09,4.41E-09,HIST1H2AC,23,NEAT1_TRM
